comment_id,sentiment_pred,sarcasm_pred,sentiment_proba_neg,sentiment_proba_neu,sentiment_proba_pos,sarcasm_proba_sarcastic,final_interpretation,sentiment_score,sarcasm_score,confidence_max,neutrality_bias,margin
n1ty4vd,LABEL_1,not sarcastic,0.033223588,0.9377809,0.02899542,0.0015187295,neutral,-0.004228167999999997,0.0015187295,0.9377809,0.9377809,0.904557312
n1u00bb,LABEL_0,not sarcastic,0.53114575,0.40115628,0.06769801,0.04504512,neutral,-0.46344774,0.04504512,0.53114575,0.40115628,0.12998947
n1t1jlj,LABEL_1,sarcastic,0.0015362974,0.9944338,0.004029818,0.94994766,neutral (sarcastic unclear),0.0024935206,0.94994766,0.9944338,0.9944338,0.990403982
n1t3ujh,LABEL_1,not sarcastic,0.0031641861,0.9878676,0.008968221,0.103429355,neutral,0.0058040349,0.103429355,0.9878676,0.9878676,0.9788993789999999
n1t2esg,LABEL_1,not sarcastic,0.0013200027,0.9939964,0.0046835262,0.0009505634,neutral,0.0033635235000000004,0.0009505634,0.9939964,0.9939964,0.9893128738
n1t73zl,LABEL_1,not sarcastic,0.0016596026,0.99254566,0.005794748,0.0010619154,neutral,0.0041351454,0.0010619154,0.99254566,0.99254566,0.986750912
n1t5b93,LABEL_1,not sarcastic,0.0026347057,0.9932908,0.0040744785,0.0010323982,positive,0.0014397728,0.0010323982,0.9932908,0.9932908,0.9892163215
n1tbewg,LABEL_1,not sarcastic,0.009894586,0.84152484,0.14858057,0.0014914774,neutral,0.13868598399999998,0.0014914774,0.84152484,0.84152484,0.69294427
n1sy8zw,LABEL_1,sarcastic,0.0015257243,0.9944823,0.0039919424,0.9530751,neutral (sarcastic unclear),0.0024662181,0.9530751,0.9944823,0.9944823,0.9904903576
n1sysia,LABEL_1,not sarcastic,0.0027312797,0.99121547,0.0060531804,0.0059270673,neutral,0.0033219007000000003,0.0059270673,0.99121547,0.99121547,0.9851622896
n1tbyhi,LABEL_1,not sarcastic,0.07785024,0.91704696,0.00510282,0.0023973396,neutral,-0.07274742000000001,0.0023973396,0.91704696,0.91704696,0.83919672
n1szedy,LABEL_0,not sarcastic,0.8861195,0.09685014,0.01703035,0.0010441432,neutral,-0.86908915,0.0010441432,0.8861195,0.09685014,0.7892693599999999
n1sya5g,LABEL_1,sarcastic,0.0015016195,0.9943968,0.004101613,0.9993081,neutral (sarcastic unclear),0.0025999935,0.9993081,0.9943968,0.9943968,0.990295187
n1t0n1e,LABEL_1,not sarcastic,0.0012350467,0.9957273,0.003037648,0.0017682053,positive,0.0018026013,0.0017682053,0.9957273,0.9957273,0.992689652
n1te4az,LABEL_1,not sarcastic,0.0013593595,0.99311984,0.0055208663,0.0009514454,neutral,0.0041615068,0.0009514454,0.99311984,0.99311984,0.9875989736999999
n1t0wph,LABEL_0,not sarcastic,0.86284834,0.1295782,0.0075734914,0.0007870923,neutral,-0.8552748486,0.0007870923,0.86284834,0.1295782,0.73327014
n1jjk32,LABEL_1,sarcastic,0.0015340386,0.9943969,0.0040690345,0.9642321,neutral (sarcastic unclear),0.0025349959,0.9642321,0.9943969,0.9943969,0.9903278655000001
n1jm4an,LABEL_1,not sarcastic,0.005913721,0.6470384,0.3470479,0.0009343027,neutral,0.34113417900000004,0.0009343027,0.6470384,0.6470384,0.2999905
n1jlahj,LABEL_1,not sarcastic,0.0026378566,0.99168956,0.005672559,0.0048541552,neutral,0.0030347024,0.0048541552,0.99168956,0.99168956,0.986017001
n1jkft3,LABEL_0,not sarcastic,0.97914517,0.016513236,0.004341666,0.0011827108,negative,-0.974803504,0.0011827108,0.97914517,0.016513236,0.962631934
n1jujim,LABEL_0,not sarcastic,0.53985685,0.4488068,0.011336326,0.004599619,neutral,-0.528520524,0.004599619,0.53985685,0.4488068,0.09105005000000005
n1jkh3q,LABEL_1,not sarcastic,0.0033019832,0.9895946,0.0071035083,0.0020700225,positive,0.0038015251,0.0020700225,0.9895946,0.9895946,0.9824910917
n1hwxxl,LABEL_1,sarcastic,0.0015294628,0.9944629,0.004007517,0.9519328,neutral (sarcastic unclear),0.0024780542000000004,0.9519328,0.9944629,0.9944629,0.990455383
n1hx7sc,LABEL_1,not sarcastic,0.002139747,0.9954787,0.002381646,0.00064744323,neutral,0.00024189899999999985,0.00064744323,0.9954787,0.9954787,0.993097054
n1hz8vf,LABEL_1,not sarcastic,0.0011877025,0.99463755,0.0041746786,0.03654566,neutral,0.0029869760999999993,0.03654566,0.99463755,0.99463755,0.9904628714
n1i7asp,LABEL_1,not sarcastic,0.0016805781,0.9909088,0.0074106227,0.0033197103,neutral,0.0057300446,0.0033197103,0.9909088,0.9909088,0.9834981773
n1i0tvn,LABEL_1,not sarcastic,0.038433626,0.93571484,0.02585149,0.0009309111,neutral,-0.012582135999999997,0.0009309111,0.93571484,0.93571484,0.897281214
n1id9jr,LABEL_1,not sarcastic,0.0020663862,0.99431795,0.0036157116,0.004544302,negative,0.0015493254,0.004544302,0.99431795,0.99431795,0.9907022384
n176jmo,LABEL_1,sarcastic,0.0016559314,0.99445665,0.0038874683,0.9351893,neutral (sarcastic unclear),0.0022315369,0.9351893,0.99445665,0.99445665,0.9905691817000001
n177ort,LABEL_1,not sarcastic,0.0070170127,0.56646055,0.42652246,0.0013916225,neutral,0.4195054473,0.0013916225,0.56646055,0.56646055,0.13993808999999996
n179cae,LABEL_1,not sarcastic,0.06637011,0.9267907,0.006839157,0.00086334284,neutral,-0.059530953,0.00086334284,0.9267907,0.9267907,0.8604205899999999
n17ay8i,LABEL_0,sarcastic,0.94172895,0.046503533,0.011767493,0.9990421,neutral (sarcastic unclear),-0.929961457,0.9990421,0.94172895,0.046503533,0.895225417
n17os35,LABEL_0,not sarcastic,0.97500706,0.019304348,0.005688527,0.007527775,neutral,-0.969318533,0.007527775,0.97500706,0.019304348,0.955702712
n17h19r,LABEL_1,not sarcastic,0.35499537,0.6333533,0.01165133,0.0009785374,neutral,-0.34334403999999996,0.0009785374,0.6333533,0.6333533,0.27835793000000003
n15dye7,LABEL_1,sarcastic,0.0015429199,0.99442095,0.0040360847,0.95862556,neutral (sarcastic unclear),0.0024931648000000002,0.95862556,0.99442095,0.99442095,0.9903848652999999
n16ggd7,LABEL_1,not sarcastic,0.0011060549,0.94278014,0.05611383,0.001605223,neutral,0.0550077751,0.001605223,0.94278014,0.94278014,0.88666631
n15ef62,LABEL_1,not sarcastic,0.0014673757,0.995812,0.0027206307,0.19558889,negative,0.0012532550000000002,0.19558889,0.995812,0.995812,0.9930913693000001
n15g8ef,LABEL_1,not sarcastic,0.0013854953,0.9958495,0.0027650075,0.091061674,neutral,0.0013795122000000001,0.091061674,0.9958495,0.9958495,0.9930844925000001
n19rhrx,LABEL_1,not sarcastic,0.0016320407,0.9948855,0.0034824603,0.0009768881,neutral,0.0018504195999999998,0.0009768881,0.9948855,0.9948855,0.9914030397
n15ekl5,LABEL_1,not sarcastic,0.002044357,0.9916278,0.0063278275,0.0010057552,neutral (sarcastic unclear),0.0042834705,0.0010057552,0.9916278,0.9916278,0.9852999724999999
n169y7h,LABEL_0,sarcastic,0.76475143,0.22514267,0.010106003,0.7919336,negative (sarcastic bearish),-0.754645427,0.7919336,0.76475143,0.22514267,0.53960876
n1b9lui,LABEL_1,not sarcastic,0.0025140115,0.9839713,0.013514711,0.0006187276,neutral,0.0110006995,0.0006187276,0.9839713,0.9839713,0.970456589
n1cac7a,LABEL_1,not sarcastic,0.0023660585,0.9900864,0.0075474484,0.002412314,neutral,0.0051813899,0.002412314,0.9900864,0.9900864,0.9825389516
n12ypbz,LABEL_1,sarcastic,0.0015330556,0.9944471,0.0040198704,0.9567704,neutral (sarcastic unclear),0.0024868148000000002,0.9567704,0.9944471,0.9944471,0.9904272296000001
n130u6b,LABEL_1,not sarcastic,0.007956929,0.9812868,0.010756282,0.047273632,neutral,0.002799353000000001,0.047273632,0.9812868,0.9812868,0.970530518
n139fam,LABEL_0,sarcastic,0.7542874,0.22916622,0.016546315,0.99821186,negative (sarcastic bearish),-0.737741085,0.99821186,0.7542874,0.22916622,0.5251211800000001
n1332t3,LABEL_1,sarcastic,0.001189876,0.99574476,0.0030653856,0.9975183,neutral (sarcastic unclear),0.0018755096,0.9975183,0.99574476,0.99574476,0.9926793744
n12zp5o,LABEL_1,sarcastic,0.026266605,0.8739766,0.09975687,0.98214746,neutral (sarcastic unclear),0.073490265,0.98214746,0.8739766,0.8739766,0.77421973
n14fr9f,LABEL_1,not sarcastic,0.003755117,0.99245113,0.0037937635,0.0011242218,neutral,3.864649999999999e-05,0.0011242218,0.99245113,0.99245113,0.9886573664999999
n1363g1,LABEL_1,sarcastic,0.00239759,0.5689413,0.4286611,0.999059,neutral (sarcastic unclear),0.42626351,0.999059,0.5689413,0.5689413,0.14028019999999997
n16pnh0,LABEL_1,sarcastic,0.0064817565,0.97221065,0.021307616,0.961268,neutral (sarcastic unclear),0.014825859500000002,0.961268,0.97221065,0.97221065,0.950903034
n12yzn9,LABEL_1,not sarcastic,0.0026013954,0.99157715,0.00582152,0.005444751,neutral,0.0032201246,0.005444751,0.99157715,0.99157715,0.98575563
n12qqsi,LABEL_1,sarcastic,0.0015245164,0.9944149,0.004060646,0.9577015,neutral (sarcastic unclear),0.0025361296,0.9577015,0.9944149,0.9944149,0.990354254
n12v8ja,LABEL_1,sarcastic,0.0032092556,0.9938351,0.002955752,0.7345019,positive,-0.0002535036000000002,0.7345019,0.9938351,0.9938351,0.9906258444
n130c1w,LABEL_1,not sarcastic,0.0011139621,0.98791635,0.0109697,0.00074781984,neutral,0.009855737900000001,0.00074781984,0.98791635,0.98791635,0.97694665
n15isxx,LABEL_1,not sarcastic,0.0018802215,0.9925573,0.0055624,0.00087360403,neutral,0.0036821785,0.00087360403,0.9925573,0.9925573,0.9869949
n0ulkyb,LABEL_1,sarcastic,0.0015251732,0.9944734,0.004001464,0.96913713,neutral (sarcastic unclear),0.0024762907999999998,0.96913713,0.9944734,0.9944734,0.9904719359999999
n0un6uj,LABEL_1,not sarcastic,0.0016617911,0.99352336,0.0048147743,0.0007529197,neutral,0.0031529832,0.0007529197,0.99352336,0.99352336,0.9887085857
n0um6z2,LABEL_1,not sarcastic,0.0008736072,0.9923091,0.006817289,0.0057401657,neutral,0.0059436817999999995,0.0057401657,0.9923091,0.9923091,0.985491811
n0urv2o,LABEL_1,not sarcastic,0.0011374941,0.995999,0.002863617,0.00084703777,neutral,0.0017261229000000002,0.00084703777,0.995999,0.995999,0.9931353829999999
n0vbqzi,LABEL_1,not sarcastic,0.0025257953,0.9917841,0.005690198,0.010449957,neutral,0.0031644026999999996,0.010449957,0.9917841,0.9917841,0.9860939019999999
n0v40yo,LABEL_1,sarcastic,0.007875455,0.9883057,0.0038189103,0.799441,neutral (sarcastic unclear),-0.004056544699999999,0.799441,0.9883057,0.9883057,0.980430245
n0tt07k,LABEL_1,sarcastic,0.0015389567,0.9944594,0.0040016463,0.94569224,neutral (sarcastic unclear),0.0024626896,0.94569224,0.9944594,0.9944594,0.9904577537
n0udq1l,LABEL_1,not sarcastic,0.0017850276,0.99366015,0.004554899,0.00051739055,neutral,0.0027698714000000003,0.00051739055,0.99366015,0.99366015,0.989105251
n0tv43e,LABEL_1,not sarcastic,0.0026536544,0.9904151,0.0069311652,0.00077662896,neutral,0.0042775108,0.00077662896,0.9904151,0.9904151,0.9834839348
n0ttipl,LABEL_0,sarcastic,0.9431119,0.047997456,0.008890677,0.99837387,neutral (sarcastic unclear),-0.934221223,0.99837387,0.9431119,0.047997456,0.895114444
n0xqrbk,LABEL_1,not sarcastic,0.0016820771,0.9937359,0.0045819567,0.18500379,neutral,0.0028998795999999995,0.18500379,0.9937359,0.9937359,0.9891539433000001
n0u6rtu,LABEL_1,not sarcastic,0.009954722,0.9840201,0.00602527,0.039248534,neutral (sarcastic unclear),-0.003929451999999999,0.039248534,0.9840201,0.9840201,0.9740653779999999
n0ub001,LABEL_1,not sarcastic,0.0011394729,0.99064726,0.008213263,0.0028320367,positive,0.0070737901,0.0028320367,0.99064726,0.99064726,0.982433997
n0syr0h,LABEL_1,sarcastic,0.0015678095,0.99443334,0.0039989417,0.9625689,neutral (sarcastic unclear),0.0024311321999999995,0.9625689,0.99443334,0.99443334,0.9904343983
n0szhly,LABEL_1,not sarcastic,0.044682957,0.9473333,0.007983739,0.0054092207,neutral,-0.036699218000000006,0.0054092207,0.9473333,0.9473333,0.902650343
n0t2zh0,LABEL_1,not sarcastic,0.0025954498,0.9914908,0.0059137605,0.0062915892,neutral,0.0033183107000000003,0.0062915892,0.9914908,0.9914908,0.9855770395
n0t09d6,LABEL_1,not sarcastic,0.0027675035,0.9911965,0.0060359067,0.005675756,neutral,0.0032684032000000005,0.005675756,0.9911965,0.9911965,0.9851605933
n0t0d3v,LABEL_1,sarcastic,0.02705062,0.86686397,0.10608542,0.9059704,neutral (sarcastic unclear),0.0790348,0.9059704,0.86686397,0.86686397,0.76077855
n0t20f5,LABEL_0,not sarcastic,0.9510392,0.04258841,0.0063723186,0.0018399522,neutral,-0.9446668814,0.0018399522,0.9510392,0.04258841,0.90845079
n0ranmd,LABEL_1,sarcastic,0.0015332516,0.99443203,0.0040347404,0.94124794,neutral (sarcastic unclear),0.0025014888000000003,0.94124794,0.99443203,0.99443203,0.9903972896000001
n0rb9b8,LABEL_1,not sarcastic,0.007485654,0.9894723,0.0030420437,0.00064743304,positive,-0.004443610299999999,0.00064743304,0.9894723,0.9894723,0.981986646
n0rbkzo,LABEL_1,not sarcastic,0.17158762,0.81983215,0.008580204,0.0010942218,neutral,-0.163007416,0.0010942218,0.81983215,0.81983215,0.6482445299999999
n0s4g3k,LABEL_1,sarcastic,0.00784509,0.98627496,0.0058799447,0.95896995,neutral (sarcastic unclear),-0.001965145300000001,0.95896995,0.98627496,0.98627496,0.97842987
n0rifai,LABEL_1,not sarcastic,0.14400178,0.83547044,0.02052772,0.00052720547,neutral,-0.12347406,0.00052720547,0.83547044,0.83547044,0.6914686600000001
n0s2a2m,LABEL_0,sarcastic,0.9781597,0.016954308,0.004885889,0.9991404,neutral (sarcastic unclear),-0.973273811,0.9991404,0.9781597,0.016954308,0.961205392
n0ro9ph,LABEL_2,not sarcastic,0.007956853,0.24338235,0.7486608,0.0010701678,positive,0.740703947,0.0010701678,0.7486608,0.24338235,0.50527845
mzwfrdy,LABEL_1,sarcastic,0.0015597629,0.9944418,0.0039984514,0.9476326,neutral (sarcastic unclear),0.0024386885000000002,0.9476326,0.9944418,0.9944418,0.9904433486
mzwgrx2,LABEL_2,not sarcastic,0.001277687,0.022072881,0.9766494,0.00053749507,neutral,0.975371713,0.00053749507,0.9766494,0.022072881,0.954576519
mzxvpef,LABEL_1,not sarcastic,0.42644292,0.56253254,0.011024542,0.00070616294,neutral,-0.415418378,0.00070616294,0.56253254,0.56253254,0.13608961999999997
mzwha3w,LABEL_2,not sarcastic,0.002404652,0.05601012,0.9415852,0.0036069173,neutral,0.9391805480000001,0.0036069173,0.9415852,0.05601012,0.88557508
mzx6bd7,LABEL_2,not sarcastic,0.004458386,0.11303615,0.8825055,0.0013084798,positive,0.878047114,0.0013084798,0.8825055,0.11303615,0.76946935
mzwk987,LABEL_1,not sarcastic,0.0009940073,0.9716348,0.027371185,0.0015663943,neutral,0.0263771777,0.0015663943,0.9716348,0.9716348,0.944263615
mzwu7u6,LABEL_1,not sarcastic,0.0018626112,0.99397403,0.0041634557,0.0022238123,neutral,0.0023008444999999995,0.0022238123,0.99397403,0.99397403,0.9898105743
mzy5t0s,LABEL_1,not sarcastic,0.008067602,0.84964347,0.14228892,0.0014405497,neutral,0.134221318,0.0014405497,0.84964347,0.84964347,0.7073545499999999
n00awk7,LABEL_1,not sarcastic,0.053786583,0.9367352,0.009478277,0.0010179669,neutral,-0.044308306,0.0010179669,0.9367352,0.9367352,0.882948617
mzp9n6f,LABEL_1,sarcastic,0.0015344783,0.9943956,0.004069852,0.95922303,neutral (sarcastic unclear),0.0025353736999999994,0.95922303,0.9943956,0.9943956,0.9903257480000001
mzpcyxi,LABEL_1,not sarcastic,0.0020855586,0.97716105,0.020753343,0.00086987746,neutral (sarcastic unclear),0.0186677844,0.00086987746,0.97716105,0.97716105,0.956407707
mzpboj5,LABEL_1,not sarcastic,0.002768294,0.99099934,0.006232414,0.008578118,neutral,0.0034641200000000002,0.008578118,0.99099934,0.99099934,0.984766926
mzpf6my,LABEL_1,sarcastic,0.001277314,0.99233574,0.0063869176,0.9800332,neutral (sarcastic unclear),0.0051096036,0.9800332,0.99233574,0.99233574,0.9859488224
mzpckzz,LABEL_1,not sarcastic,0.002185829,0.8831536,0.11466063,0.0009928311,neutral,0.112474801,0.0009928311,0.8831536,0.8831536,0.7684929699999999
mzq7iwl,LABEL_1,not sarcastic,0.4800717,0.49978355,0.020144772,0.0006801112,negative,-0.459926928,0.0006801112,0.49978355,0.49978355,0.01971185000000003
mzqbjpf,LABEL_1,not sarcastic,0.035288464,0.9462093,0.018502261,0.00084080524,neutral (sarcastic unclear),-0.016786203,0.00084080524,0.9462093,0.9462093,0.9109208360000001
mzpbceg,LABEL_1,not sarcastic,0.11261368,0.8190816,0.06830464,0.0012541225,neutral (sarcastic unclear),-0.044309039999999994,0.0012541225,0.8190816,0.8190816,0.7064679199999999
mzpiibb,LABEL_0,not sarcastic,0.9492171,0.04399806,0.0067849513,0.0035697173,negative,-0.9424321487,0.0035697173,0.9492171,0.04399806,0.9052190400000001
mzp5or0,LABEL_1,sarcastic,0.0015178601,0.9944806,0.0040015522,0.95574576,neutral (sarcastic unclear),0.0024836921000000005,0.95574576,0.9944806,0.9944806,0.9904790478000001
mzp9waj,LABEL_0,sarcastic,0.66389334,0.2927185,0.043388113,0.9989323,neutral (sarcastic unclear),-0.620505227,0.9989323,0.66389334,0.2927185,0.37117484
mzp6370,LABEL_1,not sarcastic,0.047652688,0.9179539,0.034393426,0.0046168044,neutral,-0.013259262,0.0046168044,0.9179539,0.9179539,0.870301212
mzp77k3,LABEL_1,not sarcastic,0.0015687982,0.9936522,0.004778914,0.00093208835,neutral,0.0032101158000000006,0.00093208835,0.9936522,0.9936522,0.988873286
mzd3zd4,LABEL_1,sarcastic,0.0015443004,0.9943903,0.004065317,0.9552118,neutral (sarcastic unclear),0.0025210165999999994,0.9552118,0.9943903,0.9943903,0.9903249829999999
mzd4kmc,LABEL_2,not sarcastic,0.0018791363,0.34862173,0.6494992,0.00074287696,neutral,0.6476200637,0.00074287696,0.6494992,0.34862173,0.30087747000000004
mzdmhq5,LABEL_1,not sarcastic,0.0164978,0.9733508,0.010151368,0.0037508602,neutral,-0.006346432000000001,0.0037508602,0.9733508,0.9733508,0.956853
mzfnbdi,LABEL_1,not sarcastic,0.4102424,0.5647671,0.024990467,0.0006565449,neutral,-0.385251933,0.0006565449,0.5647671,0.5647671,0.15452469999999996
mzd84mz,LABEL_1,sarcastic,0.022549247,0.8949128,0.08253794,0.9585112,neutral (sarcastic unclear),0.059988693,0.9585112,0.8949128,0.8949128,0.8123748599999999
mzdsyif,LABEL_1,sarcastic,0.062373582,0.788163,0.14946343,0.7036346,neutral (sarcastic unclear),0.08708984800000001,0.7036346,0.788163,0.788163,0.63869957
mzdxt4a,LABEL_1,not sarcastic,0.01298161,0.9834329,0.0035855428,0.0008968539,neutral,-0.0093960672,0.0008968539,0.9834329,0.9834329,0.9704512900000001
mzedd1s,LABEL_2,not sarcastic,0.00435381,0.029510181,0.966136,0.0007407971,neutral,0.96178219,0.0007407971,0.966136,0.029510181,0.936625819
mzf04bt,LABEL_1,not sarcastic,0.0012604832,0.9932498,0.00548966,0.0023689566,neutral,0.0042291768000000006,0.0023689566,0.9932498,0.9932498,0.98776014
mzb1a7u,LABEL_1,sarcastic,0.001537148,0.99442947,0.0040333527,0.974277,neutral (sarcastic unclear),0.0024962047000000004,0.974277,0.99442947,0.99442947,0.9903961173
mzbadfj,LABEL_1,not sarcastic,0.23795329,0.7322556,0.029791124,0.0008577417,neutral,-0.208162166,0.0008577417,0.7322556,0.7322556,0.49430231
mzb3drw,LABEL_1,not sarcastic,0.025349278,0.9645528,0.010097857,0.0006149295,neutral,-0.015251421,0.0006149295,0.9645528,0.9645528,0.939203522
mzbcdeg,LABEL_1,not sarcastic,0.054875206,0.93503106,0.01009368,0.00093279954,neutral,-0.044781526,0.00093279954,0.93503106,0.93503106,0.8801558540000001
mzb3h8a,LABEL_1,not sarcastic,0.002341737,0.99264586,0.0050124205,0.00095262274,neutral,0.0026706835,0.00095262274,0.99264586,0.99264586,0.9876334395
mzbdf1z,LABEL_1,not sarcastic,0.042904433,0.94791317,0.009182347,0.000636604,neutral,-0.033722086,0.000636604,0.94791317,0.94791317,0.905008737
mzbfot3,LABEL_1,not sarcastic,0.0012297825,0.99454296,0.004227206,0.0020301994,neutral,0.0029974234999999997,0.0020301994,0.99454296,0.99454296,0.9903157539999999
mzbx501,LABEL_1,not sarcastic,0.003947272,0.9858845,0.010168238,0.015043435,neutral,0.006220966,0.015043435,0.9858845,0.9858845,0.9757162620000001
mz61m80,LABEL_1,sarcastic,0.0015347967,0.99436486,0.004100323,0.9728687,neutral (sarcastic unclear),0.0025655263000000004,0.9728687,0.99436486,0.99436486,0.9902645370000001
mz6259y,LABEL_0,not sarcastic,0.9272125,0.059562672,0.01322489,0.0009083945,neutral,-0.91398761,0.0009083945,0.9272125,0.059562672,0.867649828
mz627a3,LABEL_2,not sarcastic,0.0007998785,0.017095529,0.9821046,0.00072235224,neutral,0.9813047215,0.00072235224,0.9821046,0.017095529,0.965009071
mz62wlj,LABEL_1,not sarcastic,0.0021413316,0.9943257,0.0035330493,0.0011911988,neutral,0.0013917177,0.0011911988,0.9943257,0.9943257,0.9907926507
mz63mw0,LABEL_1,not sarcastic,0.0029245326,0.92679644,0.07027911,0.00074301363,positive (sarcastic bullish),0.0673545774,0.00074301363,0.92679644,0.92679644,0.8565173300000001
mz6285v,LABEL_1,not sarcastic,0.011567806,0.9736779,0.014754354,0.0052905646,positive,0.003186548000000001,0.0052905646,0.9736779,0.9736779,0.958923546
mzbw9ip,LABEL_0,not sarcastic,0.98674446,0.0095138345,0.0037416893,0.005229799,neutral,-0.9830027707000001,0.005229799,0.98674446,0.0095138345,0.9772306255000001
mz2tpyn,LABEL_1,sarcastic,0.001538516,0.99443686,0.004024695,0.9569838,neutral (sarcastic unclear),0.002486179,0.9569838,0.99443686,0.99443686,0.990412165
mz2w3mr,LABEL_0,not sarcastic,0.8803699,0.110314265,0.009315787,0.003574685,neutral,-0.871054113,0.003574685,0.8803699,0.110314265,0.7700556350000001
mz2wm81,LABEL_1,not sarcastic,0.0061422237,0.98353875,0.010319066,0.0010457375,neutral,0.0041768423,0.0010457375,0.98353875,0.98353875,0.973219684
mz2w7zc,LABEL_0,not sarcastic,0.95814455,0.036073763,0.005781722,0.0005883309,negative,-0.9523628279999999,0.0005883309,0.95814455,0.036073763,0.922070787
myv8iix,LABEL_1,sarcastic,0.0015443607,0.9944149,0.0040407204,0.96758157,neutral (sarcastic unclear),0.0024963597000000003,0.96758157,0.9944149,0.9944149,0.9903741796
myv9f68,LABEL_1,not sarcastic,0.009313073,0.9869925,0.003694521,0.0015187266,neutral,-0.005618552,0.0015187266,0.9869925,0.9869925,0.9776794270000001
myvz6iz,LABEL_1,sarcastic,0.0012666859,0.99565035,0.0030830395,0.9991605,neutral (sarcastic unclear),0.0018163536,0.9991605,0.99565035,0.99565035,0.9925673105
myx2u85,LABEL_1,not sarcastic,0.0018275076,0.9933368,0.0048356894,0.004657908,neutral,0.0030081818,0.004657908,0.9933368,0.9933368,0.9885011106
mzbr4jn,LABEL_2,not sarcastic,0.0009983795,0.009446637,0.989555,0.0008798979,positive,0.9885566204999999,0.0008798979,0.989555,0.009446637,0.9801083629999999
mz1ze4p,LABEL_1,not sarcastic,0.001298445,0.9961123,0.0025892511,0.0006863085,neutral,0.0012908060999999998,0.0006863085,0.9961123,0.9961123,0.9935230489
mytw2gq,LABEL_1,sarcastic,0.0015277648,0.99438643,0.0040857885,0.9712019,neutral (sarcastic unclear),0.0025580236999999994,0.9712019,0.99438643,0.99438643,0.9903006415000001
mytwgnn,LABEL_1,not sarcastic,0.0011305062,0.9961629,0.00270663,0.32163343,positive,0.0015761237999999999,0.32163343,0.9961629,0.9961629,0.9934562699999999
myu47ho,LABEL_1,not sarcastic,0.0033359088,0.9915023,0.005161831,0.0024757714,neutral,0.0018259222000000003,0.0024757714,0.9915023,0.9915023,0.9863404689999999
mytwjgl,LABEL_1,not sarcastic,0.021526791,0.79977196,0.17870124,0.0012918605,neutral (sarcastic unclear),0.15717444900000002,0.0012918605,0.79977196,0.79977196,0.62107072
myu3ti3,LABEL_1,not sarcastic,0.0017510303,0.97009414,0.028154727,0.0011060392,negative,0.0264036967,0.0011060392,0.97009414,0.97009414,0.9419394130000001
mytkwy6,LABEL_1,sarcastic,0.0015302829,0.99438053,0.004089216,0.9662683,neutral (sarcastic unclear),0.0025589331,0.9662683,0.99438053,0.99438053,0.990291314
mytlak2,LABEL_1,not sarcastic,0.21282306,0.7714388,0.015738206,0.031411156,neutral,-0.197084854,0.031411156,0.7714388,0.7714388,0.55861574
mytllof,LABEL_1,not sarcastic,0.1005918,0.72641736,0.17299084,0.00077801,neutral,0.07239904000000001,0.00077801,0.72641736,0.72641736,0.55342652
mytncd2,LABEL_1,not sarcastic,0.30265084,0.6464452,0.05090391,0.0015477315,neutral,-0.25174693,0.0015477315,0.6464452,0.6464452,0.3437943600000001
mytojsr,LABEL_1,sarcastic,0.4415071,0.5492434,0.009249542,0.99809307,neutral (sarcastic unclear),-0.432257558,0.99809307,0.5492434,0.5492434,0.10773630000000006
mytlir3,LABEL_1,not sarcastic,0.0013123613,0.9947619,0.0039257277,0.00066682306,neutral,0.0026133664,0.00066682306,0.9947619,0.9947619,0.9908361723
myttngl,LABEL_1,not sarcastic,0.0008820821,0.99445325,0.0046645924,0.0006460872,positive,0.0037825103,0.0006460872,0.99445325,0.99445325,0.9897886576
mytosho,LABEL_1,not sarcastic,0.1840804,0.80716014,0.008759443,0.001095692,positive,-0.175320957,0.001095692,0.80716014,0.80716014,0.62307974
mytjiav,LABEL_1,sarcastic,0.0015467759,0.99439704,0.0040562013,0.94584984,neutral (sarcastic unclear),0.0025094254,0.94584984,0.99439704,0.99439704,0.9903408387
mytkige,LABEL_1,not sarcastic,0.0011593169,0.9960995,0.0027412584,0.002413835,neutral,0.0015819415,0.002413835,0.9960995,0.9960995,0.9933582416000001
mytko32,LABEL_1,not sarcastic,0.14639878,0.8315798,0.022021372,0.071493596,neutral,-0.12437740800000001,0.071493596,0.8315798,0.8315798,0.6851810199999999
mytk3ez,LABEL_1,sarcastic,0.0071566766,0.67242205,0.3204213,0.9990701,neutral (sarcastic unclear),0.3132646234,0.9990701,0.67242205,0.67242205,0.35200075
mytlhm6,LABEL_0,not sarcastic,0.5901182,0.3962919,0.013589841,0.001276347,neutral,-0.576528359,0.001276347,0.5901182,0.3962919,0.19382630000000006
mytm0f3,LABEL_1,not sarcastic,0.083600484,0.7757913,0.14060816,0.0006623147,neutral,0.05700767600000001,0.0006623147,0.7757913,0.7757913,0.63518314
mytk1pv,LABEL_1,not sarcastic,0.004124946,0.9846902,0.011184832,0.009266962,neutral,0.0070598860000000005,0.009266962,0.9846902,0.9846902,0.973505368
myp634o,LABEL_1,sarcastic,0.0015265876,0.9944265,0.0040469263,0.93444496,neutral (sarcastic unclear),0.0025203387,0.93444496,0.9944265,0.9944265,0.9903795737
myp6okt,LABEL_1,not sarcastic,0.08787068,0.9004409,0.011688414,0.00090465875,neutral,-0.07618226600000001,0.00090465875,0.9004409,0.9004409,0.81257022
